Gene,Ensemble ID,Nuc MIN6 1,Cyto MIN6 1,Nuc MIN6 2,Cyto MIN6 2,Nuc liver 1,Cyto liver 1,Nuc liver 2,Cyto liver 2
Cyp11b2,ENSMUSG00000022589,0,0,0,0,0,0,0,0
Cyp17a1,ENSMUSG00000003555,0,0,0,0,4.153876,6.465738,1.553689,4.723983
Cyp19a1,ENSMUSG00000032274,0,0,0,0,0,0,0,0
Cyp1a1,ENSMUSG00000032315,0,0,0,0,0,0,0.33861,0
Cyp1a2,ENSMUSG00000032310,0,0,0,0,11.216794,814.77711,14.917153,850.417927
Cyp1b1,ENSMUSG00000024087,0,0,0,0,0,0,0,0
Cyp20a1,ENSMUSG00000049439,0.760863,2.285488,0.741922,1.58758,2.787578,12.361232,1.237646,9.031331
Cyp21a1,ENSMUSG00000024365,0.288928,0,0,0,68.425621,0,30.067886,0
Cyp24a1,ENSMUSG00000038567,0,0,0,0,0,0,0,0
Cyp26a1,ENSMUSG00000024987,0,0,0,0,0.756372,0,1.131638,0
Cyp26b1,ENSMUSG00000063415,0,0,0.016319,0,0.857642,1.456329,1.458127,1.064018
Cyp26c1,ENSMUSG00000062432,0,0,0,0,0,0,0,0
Cyp27a1,ENSMUSG00000026170,0.268493,0.301633,0,0,232.77894,367.524465,136.214394,300.378335
Cyp27b1,ENSMUSG00000006724,0,0,0.067654,0,0.323222,0,0,0
Cyp2a12,ENSMUSG00000060407,0,0,0,0,16.736399,786.27085,14.416919,577.926857
Cyp2a22,ENSMUSG00000091867,0,0,0,0,0.340394,9.537147,0.254637,2.322674
Cyp2a4,ENSMUSG00000074254,0,0,0,0,3.676286,240.338848,6.050249,331.123908
Cyp2a5,ENSMUSG00000005547,0,0,0,0,12.727597,1394.421919,24.030689,1519.823131
Cyp2ab1,ENSMUSG00000022818,0,0,0,0,0,0,0.127631,0
Cyp2b10,ENSMUSG00000030483,0,0,0,0,0,14.127779,1.131619,36.838558
Cyp2b13,ENSMUSG00000040583,0,0,0,0,0,0,0,0
Cyp2b19,ENSMUSG00000066704,0,0,0,0,0,0,0,0
Cyp2b23,ENSMUSG00000040650,0,0,0,0,0,0,0,0
Cyp2b9,ENSMUSG00000040660,0,0,0,0,0,0,0,0
Cyp2c29,ENSMUSG00000003053,0,0,0,0,35.768268,1261.686155,27.100582,972.61548
Cyp2c37,ENSMUSG00000042248,0,0,0,0,9.895996,85.31249,4.55561,176.604155
Cyp2c38,ENSMUSG00000032808,0,0,0,0,0.350824,9.829371,0.787319,4.787665
Cyp2c39,ENSMUSG00000025003,0,0,0,0,0,7.109418,0,0
Cyp2c40,ENSMUSG00000025004,0,0,0,0,0,6.211757,0,0
Cyp2c44,ENSMUSG00000025197,0,0,0,0,7.19418,139.976972,5.830208,139.08686
Cyp2c50,ENSMUSG00000054827,0,0,0,0,19.030733,376.797705,7.402872,394.762807
Cyp2c54,ENSMUSG00000067225,0,0,0,0,4.004194,181.640523,4.707072,191.258119
Cyp2c55,ENSMUSG00000025002,0,0,0,0,0,4.696398,0.376175,3.431269
Cyp2c65,ENSMUSG00000067231,0,0,0,0,0,0,0,0
Cyp2c66,ENSMUSG00000067229,0,0,0,0,0,0,0,0
Cyp2c67,ENSMUSG00000062624,0,0,0,0,5.320939,161.505472,2.487765,117.999023
Cyp2c68,ENSMUSG00000074882,0,0,0,0,1.330241,68.329617,1.990212,27.230516
Cyp2c69,ENSMUSG00000092008,0,0,0,0,0,6.264486,0,0
Cyp2c70,ENSMUSG00000060613,0,0,0,0,17.358557,538.227624,18.698904,331.647216
Cyp2d10,ENSMUSG00000094806,0,0,0,0,89.666604,401.021127,58.101573,336.080363
Cyp2d11,ENSMUSG00000068085,0,0,0,0,2.254729,0,3.373378,5.128374
Cyp2d12,ENSMUSG00000096852,0,0,0,0,0,0,0.47237,0
Cyp2d22,ENSMUSG00000061740,0.865394,0,0.449977,0,26.514175,49.078793,19.834382,34.227917
Cyp2d26,ENSMUSG00000022445,0,0,0.132879,0,135.220855,610.682404,107.802682,437.51184
Cyp2d34,ENSMUSG00000094559,0,0,0,0,7.001952,0,4.761758,4.343434
Cyp2d37-ps,ENSMUSG00000075517,0,0,0,0,25.900224,11.518592,24.910818,8.415695
Cyp2d40,ENSMUSG00000068083,0,0,0,0,17.727963,70.957528,14.208939,69.123577
Cyp2d9,ENSMUSG00000068086,0,0,0,0,274.582695,917.548123,175.254921,803.592811
Cyp2e1,ENSMUSG00000025479,5.788921,0.907451,2.100042,2.21613,323.732912,7258.814641,257.68523,5271.467666
Cyp2f2,ENSMUSG00000052974,0,0,0,0,156.001532,2130.289443,115.769621,1997.481319
Cyp2g1,ENSMUSG00000049685,0,0,0,0,0,6.428191,0,0
Cyp2j11,ENSMUSG00000066097,0,0,0,0,0,0,0,0
Cyp2j12,ENSMUSG00000081225,0,0,0,0,0,0,0,0
Cyp2j13,ENSMUSG00000028571,0,0,0,0,1.637078,0,0.880601,7.447061
Cyp2j5,ENSMUSG00000052520,0,0,0,0,19.860571,324.598203,12.734584,181.497598
Cyp2j6,ENSMUSG00000052914,0,0.172683,0.026642,0.240982,6.236867,10.698618,2.285186,11.290671
Cyp2j7,ENSMUSG00000081362,0,0,0,0,2.367318,22.109137,2.361211,5.384441
Cyp2j8,ENSMUSG00000082932,0,0,0,0,0,0,0,0
Cyp2j9,ENSMUSG00000015224,0,0,0,0,44.802939,0,15.669654,0
Cyp2r1,ENSMUSG00000030670,0,0,0,0,1.396775,39.135633,2.089838,19.057438
Cyp2s1,ENSMUSG00000040703,0.088403,0,0.045966,0.103944,0.219597,0,0,0
Cyp2t4,ENSMUSG00000078787,0,0,0,0,0,0,0,0
Cyp2u1,ENSMUSG00000027983,0,0,0.081154,0,0.387716,3.621018,0.580076,5.291176
Cyp2w1,ENSMUSG00000029541,0,0,0,0,0,0,0,0
Cyp39a1,ENSMUSG00000023963,0.03608,0.324264,0.075042,0.169693,0.717034,11.719102,0.53639,3.669502
Cyp3a11,ENSMUSG00000056035,0,0,0,0,173.080573,2503.846934,145.494052,2352.897264
Cyp3a13,ENSMUSG00000029727,0,0,0,0,22.210328,135.280239,13.580796,69.845304
Cyp3a16,ENSMUSG00000038656,0,0,0,0,14.944918,875.02853,22.78954,694.220996
Cyp3a25,ENSMUSG00000029630,0,0,0,0,540.912456,713.556563,361.104086,585.939592
Cyp3a41a,ENSMUSG00000075551,0,0,0,0,0,0,0,0
Cyp3a41b,ENSMUSG00000075552,0,0,0,0,0,0,0,0
Cyp3a44,ENSMUSG00000054417,0,0,0,0,5.706518,191.862438,7.257053,147.965667
Cyp3a57,ENSMUSG00000070419,0,0,0,0,13.42601,85.265187,17.274908,47.638008
Cyp3a59,ENSMUSG00000061292,0,0,0,0,8.68015,7.369712,8.264249,26.922207
Cyp46a1,ENSMUSG00000021259,3.445224,0.209213,0.96833,0.21897,1.387874,0,0.346076,0
Cyp4a10,ENSMUSG00000066072,0,0,0,0,826.391751,770.588793,288.439281,184.147208
Cyp4a12a,ENSMUSG00000066071,0,0,0,0,25.646841,256.633865,12.333574,245.834986
Cyp4a12b,ENSMUSG00000078597,0,0,0,0,21.48313,88.853599,6.887483,79.577224
Cyp4a14,ENSMUSG00000028715,0,0,0,0,921.631894,297.987323,160.622548,23.199123
Cyp4a31,ENSMUSG00000028712,0,0,0,0.128465,118.826592,428.42038,53.989073,133.91858
Cyp4a32,ENSMUSG00000063929,0,0,0,0,303.471119,478.370391,133.490853,97.711566
Cyp4b1,ENSMUSG00000028713,0,0,0,0,34.445804,14.838234,20.187087,28.121972
Cyp4f13,ENSMUSG00000024055,3.898883,0.324366,0.75082,0,38.741824,33.499882,23.614637,34.267288
Cyp4f14,ENSMUSG00000024292,0,0,0,0,10.014469,93.528652,11.016931,152.745601
Cyp4f15,ENSMUSG00000073424,0,0,0,0,123.021486,61.770944,90.049309,22.565478
Cyp4f16,ENSMUSG00000048440,1.511459,0.399334,1.016561,0.835914,5.739722,0,2.642273,0
Cyp4f17,ENSMUSG00000091586,1.737672,0.557755,1.677992,0.875649,27.133556,17.277855,14.300689,8.415695
Cyp4f18,ENSMUSG00000003484,0,0,0,0,0,0,1.066955,0
Cyp4f37,ENSMUSG00000062464,0,0,0,0,0,0,0,0
Cyp4f39,ENSMUSG00000061126,0,0,0,0,0,0,0,4.207843
Cyp4f40,ENSMUSG00000090700,0,0,0,0.342698,0,0,0,0
Cyp4v3,ENSMUSG00000079057,0,0,0,0,3.633159,101.794088,3.986179,94.205269
Cyp4x1,ENSMUSG00000047155,0.163932,0.046041,0.170478,0,0.814471,0.950831,0.990079,0
Cyp51,ENSMUSG00000001467,0.903734,3.567178,0.939825,3.905851,1.092181,45.334414,0.544684,43.88686
Cyp7a1,ENSMUSG00000028240,0,0,0,0,4.315803,17.274307,3.821506,15.625905
Cyp7b1,ENSMUSG00000039519,0.079732,0,0,0,12.676466,181.284441,15.113267,172.995519
Cyp8b1,ENSMUSG00000050445,0,0,0,0,36.011677,425.165056,23.381151,303.215192
Cypt1,ENSMUSG00000023257,0,0,0,0,0,0,0,0
Cypt12,ENSMUSG00000027564,0,0,0,0,0,0,0,0
Cypt14,ENSMUSG00000095240,0,0,0,0,0,0,0,0
Cypt15,ENSMUSG00000079619,0,0,0,0,0,0,0,0
Cypt2,ENSMUSG00000090132,0,0,0,0,0,0,0,0
Cypt3,ENSMUSG00000048573,0,0,0,0,0,0,0,0
Cypt4,ENSMUSG00000047995,0,0,0,0,0,0,0,0
Cyr61,ENSMUSG00000028195,0,0,0,0,0.897465,2.793909,0.671364,4.082562
Cys1,ENSMUSG00000062563,0,0,0,0,0,0,0,0
Cysltr1,ENSMUSG00000052821,0,0,0,0,0,0,0,0.374913
Cysltr2,ENSMUSG00000033470,0,0,0,0,0,0,0,0
Cysrt1,ENSMUSG00000036731,0,0,0,0,0,0,0,0
Cystm1,ENSMUSG00000046727,0.094404,8.301971,0.294522,12.744835,0,16.811927,0.350869,17.818212
Cyth1,ENSMUSG00000017132,1.083092,2.493558,1.878839,2.219795,11.038832,19.960755,7.072404,12.6969
Cyth2,ENSMUSG00000003269,16.040861,27.293927,10.455416,37.670119,14.276679,76.252768,10.046641,52.118973
Cyth3,ENSMUSG00000018001,0.258789,1.078947,0.618664,0.811438,0.535794,2.001364,0.160307,0.731116
Cyth4,ENSMUSG00000018008,0,0,0,0,7.545974,3.355921,6.854521,4.903811
Cytip,ENSMUSG00000026832,0.009835,0,0,0,0.146588,0.456345,0.219316,0
Cytl1,ENSMUSG00000062329,0,0,0,0,0,0,0,0
Cyyr1,ENSMUSG00000041134,0,0,0,0,0.102656,0.958734,0.191983,0.350235
D030018L15Rik,ENSMUSG00000078925,0,0,0,0,0,0,0,0
D030025P21Rik,ENSMUSG00000092130,0,0,0,0,0,0,0,0
D030040B21Rik,ENSMUSG00000097744,0,0,0,0,0,0,0,0
D030056L22Rik,ENSMUSG00000047044,0.142724,1.389594,0.148423,1.680249,1.181839,4.415034,1.06091,0
D030062O11Rik ,ENSMUSG00000097212,0,0,0,0,0,0,0,0
D030068K23Rik,ENSMUSG00000097393,0,0,0,0,0,0,0,0
D10Bwg1379e,ENSMUSG00000019852,0.122622,0.344391,0.127519,1.009264,0,0,0,0
D10Jhu81e,ENSMUSG00000053329,0.855046,2.401447,0.444598,1.759408,5.841252,54.553453,2.383448,32.610891
D10Wsu102e,ENSMUSG00000020255,0.048912,0.586126,0.084776,0.498435,0.243014,5.295713,0.060597,2.763674
D11Wsu47e,ENSMUSG00000041623,0.599626,1.625514,0.562113,0.775552,1.59938,1.39117,0.445723,1.016411
D130017N08Rik,ENSMUSG00000097287,0,0.827878,0.11009,0.124474,0.26298,0,0,5.313699
D130020L05Rik,ENSMUSG00000097121,0.140247,0,0.072924,0,0.696797,0,0.260626,2.377293
D130040H23Rik,ENSMUSG00000079038,0,0,0.051343,0.116102,0.245293,0,0.183496,0
D130043K22Rik,ENSMUSG00000006711,0,0,0.034352,0.07768,0.656471,0,0,0
D130052B06Rik,ENSMUSG00000073052,0,0,0,0,0,0,0,0
D130058E05Rik,ENSMUSG00000092627,0,0,0,0,0,0,0,0
D130062J21Rik ,ENSMUSG00000090278,0.018804,0,0,0,0,0,0.069887,0
D13Ertd608e,ENSMUSG00000095514,0,0,0,0,0,0,0,0
D15Ertd621e,ENSMUSG00000037119,0.435821,1.807795,0.435794,1.773842,3.331259,14.778055,1.4329,9.092331
D16Ertd472e,ENSMUSG00000022864,0,0,0,0,0.607187,2.074105,0.508544,4.143098
D17H6S53E,ENSMUSG00000043311,0.303654,0.49619,0.287074,0.324582,1.645815,3.842695,1.949364,5.615081
D17H6S56E ,ENSMUSG00000091747,0.622729,4.579118,0.961585,4.868248,0.562534,1.751253,1.683316,6.466317
D17Wsu104e,ENSMUSG00000019579,1.402765,4.981847,0.61175,4.2565,4.271591,27.295779,3.363624,24.544977
D17Wsu92e,ENSMUSG00000056692,0.281242,3.21591,0.253473,3.718268,5.49601,181.551831,4.878314,107.002406
D19Bwg1357e,ENSMUSG00000041360,0.169625,0.228673,0.10584,0.398895,0.84276,1.574164,0.126088,2.300222
D1Ertd622e,ENSMUSG00000044768,0.084694,2.839865,0.198192,2.734621,0.631185,5.894844,0.236085,5.024695
D1Pas1,ENSMUSG00000039224,0,0.142632,0,0.037321,0,0,0,0
D230017M19Rik,ENSMUSG00000097131,0.138645,0,0.144182,0.094414,1.377673,0,0.962947,3.339188
D230025D16Rik,ENSMUSG00000031889,0.15263,0,0.357132,0.723923,8.543926,26.558321,4.68961,27.25304
D2hgdh,ENSMUSG00000073609,1.210661,0.340021,1.290488,0.355878,4.511263,15.448435,4.612126,11.286918
D2Wsu81e,ENSMUSG00000039660,9.019993,3.156631,2.629859,3.083579,9.283193,26.073669,6.265432,44.453516
D330020A13Rik,ENSMUSG00000097481,0,0,0,0,0,0,0,0
D330045A20Rik,ENSMUSG00000042498,0.048966,0,0,0.345446,0,0,0,0
D330050G23Rik,ENSMUSG00000085316,0,0,0,0,0,0,0,5.210959
D3Ertd254e,ENSMUSG00000033883,0.015709,0.141186,0.024505,0.14777,0.234149,0.364466,0.08758,1.06514
D3Ertd751e,ENSMUSG00000025766,0.224567,2.070301,0.232671,1.212098,2.784497,5.203657,1.405478,3.81126
D430018E03Rik,ENSMUSG00000097559,0,0,0,0,0,0,0,0
D430019H16Rik,ENSMUSG00000094910,0.045136,0.182544,0,0.021229,0,0.418873,0,0
D430041D05Rik,ENSMUSG00000068373,0,0,0,0,0,0,0.030657,0
D430042O09Rik,ENSMUSG00000032743,1.221462,1.571525,1.623413,1.537487,4.614876,9.698173,3.573332,4.251401
D5Ertd577e,ENSMUSG00000070677,0,0,0,0,0,0,0,0
D5Ertd579e,ENSMUSG00000029190,0.745083,3.646247,1.517875,4.731788,5.392472,42.374993,4.147779,16.263259
D630002J18Rik,ENSMUSG00000097293,0,0,0,0,0,0,0,0
D630003M21Rik,ENSMUSG00000037813,0.68414,0.153715,0.321915,0,0,0,0,0
D630004N19Rik ,ENSMUSG00000052467,0,0,0,0.000005,0.022592,0,0.000015,0
D630023F18Rik,ENSMUSG00000044816,0.201216,1.106497,0.077082,0.473187,0,0,0,0
D630024D03Rik,ENSMUSG00000085772,0,0.210445,0.297642,0,1.469772,0,0.531876,0
D630029K05Rik,ENSMUSG00000031294,0,0,0,0,0,0,0,0
D630033O11Rik,ENSMUSG00000095385,0,0,0,0,0,0,0,0
D630036H23Rik,ENSMUSG00000091007,0.064967,0.583885,0,0,0,3.014562,0,0
D630039A03Rik,ENSMUSG00000052117,0,0.055736,0,0,1.109216,4.604152,1.106355,2.522908
D630044L22Rik,ENSMUSG00000097405,0.110087,0,0.228967,0.258883,0,0,0.409156,3.732133
D630045J12Rik,ENSMUSG00000063455,0.055102,0.165073,0.038201,0.151175,0.319391,0,0.131438,0.311338
D6Ertd474e,ENSMUSG00000072679,0,0,0,0,0,0,0,0
D6Ertd527e,ENSMUSG00000090891,0,0,0,0,0,0,0,0
D6Wsu163e,ENSMUSG00000030347,0.98273,2.484045,1.021977,2.022136,1.83096,11.399942,0.456561,4.164508
D730045A05Rik,ENSMUSG00000090263,0.081642,0,0.084903,0,0,0,0,0
D730048I06Rik,ENSMUSG00000032108,0,0,0,0,0,0,0,0
D7Ertd443e,ENSMUSG00000030994,0.142214,0,0,0,0,0,0,0
D830014E11Rik ,ENSMUSG00000045750,0.275471,0,0.143236,0,6.158858,0,2.559577,0
D830026I12Rik,ENSMUSG00000085171,0.115411,0,0,0,0.258677,0,0,0
D830030K20Rik,ENSMUSG00000096039,0.211615,0,0,0.165879,0,0,0.262166,0
D830039M14Rik,ENSMUSG00000043126,0,0,0,0.150869,0,0,0,0
D830044D21Rik,ENSMUSG00000046005,0,0,0,0,0,0,0,0
D830044I16Rik,ENSMUSG00000097075,0,0,0,0,1.216888,0,0,0
D830046C22Rik ,ENSMUSG00000021206,0,0,0,0,0,0,0,0
D830050J10Rik ,ENSMUSG00000055396,0,0.343448,0,0.119821,0,2.364265,0.189374,0
D8Ertd738e,ENSMUSG00000019362,12.882358,17.785247,5.16504,19.70967,19.278434,144.037751,17.882682,126.283914
D8Ertd82e,ENSMUSG00000050271,0.037264,0.16745,0,0.17526,0,0,0,0
D930007P13Rik,ENSMUSG00000097003,0,0,0,0,0,0,0,0
D930015E06Rik,ENSMUSG00000033767,3.645183,1.516695,3.931164,0,13.415278,12.528958,9.03197,9.153912
D930016D06Rik,ENSMUSG00000097392,0.749233,0.240556,0.954067,0.788611,4.861984,3.547476,2.330015,2.591849
D930019O06Rik,ENSMUSG00000097083,0.04321,0,0.022468,0.050807,0.107341,0,0.48179,0
D930020B18Rik,ENSMUSG00000047642,0,0,0,0,0,0,0,0
D930028M14Rik,ENSMUSG00000074274,0.147076,0,0,0,0,0,0,0
D930030I03Rik,ENSMUSG00000097576,0,0.150058,0,0,0,0,0,0
D930032P07Rik,ENSMUSG00000097735,0,0,0,0,0,0,0,0
D930048G16Rik,ENSMUSG00000097732,0,0.065113,0,0.06815,0,0,0,0
D930048N14Rik,ENSMUSG00000052563,0.313212,0.158648,0.32572,0.041511,2.104871,0,3.227961,0
Daam1,ENSMUSG00000034574,0.403462,0.863349,0.559434,0.677708,1.622723,14.263707,0.928284,6.51333
Daam2,ENSMUSG00000040260,0,0.042534,0,0,0.094053,1.756791,0.211075,0
Dab1,ENSMUSG00000028519,0,0,0,0,0,0,0,0
Dab2,ENSMUSG00000022150,0,0,0,0,3.952495,6.888871,2.301536,11.677231
Dab2 ,ENSMUSG00000079102,0,0,0,0,0,0,0,0
Dab2ip,ENSMUSG00000026883,4.483541,7.877819,3.67997,4.270331,5.382802,6.077352,2.393782,8.884617
Dach1,ENSMUSG00000055639,0,0.41853,0.038743,0.438048,0,0,0,0
Dach2,ENSMUSG00000025592,0,0.493855,0.569677,1.319271,0,0,0,0
Dact1,ENSMUSG00000044548,0.122277,0.262952,0,0.082166,0.086788,0.81054,0,1.18454
Dact2,ENSMUSG00000048826,0.992203,1.143245,0.634972,0.897421,1.390412,3.541497,1.229228,3.449972
Dact3,ENSMUSG00000078794,0.213065,0.37234,0.123096,0.27836,0.11762,0,0.087988,0
Dad1,ENSMUSG00000022174,0.92245,13.901147,0.959289,16.853426,4.935613,115.238478,4.522824,91.41176
Daf2,ENSMUSG00000026401,0,0,0,0,0.527478,0,0,0
Dag1,ENSMUSG00000039952,0,0.888273,0.014177,1.154108,0.135462,13.283825,0.354671,11.091895
Dagla,ENSMUSG00000035735,0.347889,0.27188,0.50335,0.213419,0,0,0.056217,0
Daglb,ENSMUSG00000039206,0.618754,0.641629,0.742463,0.559622,2.364452,15.459144,2.652719,12.908368
Dak,ENSMUSG00000034371,0.620597,0.278877,0.387228,0.583766,14.80011,190.056407,8.764914,214.600068
Dalrd3,ENSMUSG00000019039,5.380996,1.151453,5.729121,2.410304,24.188532,17.834644,17.61855,13.030279
Dancr,ENSMUSG00000053656,0.622862,0.699738,0.485803,0.366185,20.114964,0,9.838661,5.27902
Dand5,ENSMUSG00000053226,0.206681,0.232189,0,0.243017,0.256716,11.98774,0.384081,0
Dao,ENSMUSG00000042096,0,0,0,0,0,0,0,0
Dap,ENSMUSG00000039168,0.662383,13.280001,0.4239,12.581248,4.050427,245.88374,4.923731,155.463585
Dap3,ENSMUSG00000068921,16.418851,6.678045,7.939098,7.961623,20.338931,75.152987,14.26939,88.454243
Dapk1,ENSMUSG00000021559,0.152769,0.171962,0.021155,0.047839,14.42477,27.197758,10.059628,17.830904
Dapk2,ENSMUSG00000032380,0,0,0,0,2.888022,5.394437,1.296256,0
Dapk3,ENSMUSG00000034974,0.168474,0,0.350405,0.396188,0.41852,0,0,2.855765
Dapl1,ENSMUSG00000026989,0,0,0,0,0,0,0,0
Dapp1,ENSMUSG00000028159,0.024135,0.355673,0,0,0.782731,0,0.58561,0
Dars,ENSMUSG00000026356,0.347078,3.560107,0.360939,2.513701,3.273916,46.681021,3.009937,26.261704
Dars2,ENSMUSG00000026709,0.551634,0.381365,0.308896,0.099788,0.42165,1.968962,0.788555,1.438561
Daw1,ENSMUSG00000053161,0,0,0,0,0,0,0,0
Daxx,ENSMUSG00000002307,1.751057,2.941707,1.400758,1.311613,3.680048,9.371063,2.001966,6.846933
Dazap1,ENSMUSG00000069565,10.186711,15.820112,11.355089,13.165253,23.468657,9.996769,17.480645,37.204829
Dazap2,ENSMUSG00000000346,0.123564,5.46005,0.171331,4.261794,4.297371,95.558713,4.133213,50.267955
Dazl,ENSMUSG00000010592,0,0,0,0,0,0,0,0
Dbf4,ENSMUSG00000002297,1.915718,4.19141,2.230734,3.947942,1.882027,8.266815,0.360292,0
Dbh,ENSMUSG00000000889,0.289687,0.32544,0,0.340617,0,0,0,0
Dbi,ENSMUSG00000026385,1.050335,18.879506,1.092312,16.363774,38.653071,1592.862018,33.370518,1037.141902
Dbil5,ENSMUSG00000038057,0,0,0.132171,0,0,0,0,0
Dbn1,ENSMUSG00000034675,0.188254,0.307693,0,0,0,2.387207,0.700189,0
Dbndd1,ENSMUSG00000031970,0.100882,0.281221,0,0.355855,0,0,0,0
Dbndd2,ENSMUSG00000017734,3.113779,3.498267,2.079628,4.691487,3.839401,20.768049,3.2991,22.43664
Dbnl,ENSMUSG00000020476,9.26969,8.350439,4.021099,8.401617,11.196909,43.815613,5.328291,12.569402
Dbp,ENSMUSG00000059824,1.568087,1.879065,0.652285,0.737512,0,0,0.388538,3.544042
Dbpht2,ENSMUSG00000029878,0.017105,0.19216,0,0,0,0,0,0
Dbr1,ENSMUSG00000032469,0.822589,2.780332,1.153433,2.681232,2.504766,23.395565,1.237328,11.965877
Dbt,ENSMUSG00000000340,0.109784,0.185001,0.028542,0.129086,1.363622,26.744115,0.51004,3.721859
Dbx1,ENSMUSG00000030507,0,0,0,0,0,0,0,0
Dbx2,ENSMUSG00000045608,0,0,0,0,0,0,0,0
Dcaf10,ENSMUSG00000035572,0.160579,0.68949,0.184571,0.866481,1.049759,7.456762,0.628232,3.175773
Dcaf11,ENSMUSG00000022214,10.363623,8.19818,5.173733,6.643366,68.713596,340.828835,40.841334,203.517648
Dcaf12,ENSMUSG00000028436,0.362852,1.128835,0.145132,0.984566,2.080126,15.54166,3.112152,16.086246
Dcaf12l1,ENSMUSG00000045284,0.031423,0.282407,0,0.221683,0,1.45805,0.116788,0
Dcaf12l2,ENSMUSG00000050926,0,0,0,0,0,0,0,0
Dcaf13,ENSMUSG00000022300,1.936872,3.626543,1.454719,2.277399,5.346164,19.971858,2.799501,3.647948
Dcaf15,ENSMUSG00000037103,2.70616,0.233858,2.597759,1.223823,2.585616,9.659148,3.481582,0
Dcaf17,ENSMUSG00000041966,0.272917,0.726131,0.952328,2.448948,2.694721,19.116998,0.765926,4.596396
Dcaf4,ENSMUSG00000021222,3.078902,0.256215,0.355763,0.536328,0.56656,0,0.84765,3.865914
Dcaf5,ENSMUSG00000049106,0.158122,0.406031,0.21142,0.717131,1.402872,15.722329,0.881534,9.189619
Dcaf6,ENSMUSG00000026571,1.33408,0.817491,1.513482,0.570412,16.26915,28.137696,7.212122,8.223175
Dcaf7,ENSMUSG00000049354,0.344153,3.817947,0.559212,4.350072,1.122104,9.980673,0.919352,5.469038
Dcaf8,ENSMUSG00000026554,2.805905,1.576114,1.793337,1.237211,23.234717,52.892876,14.448032,31.708308
Dcakd,ENSMUSG00000020935,1.347798,7.521465,1.725077,7.869734,8.63196,67.399994,3.179983,38.680906
Dcbld1,ENSMUSG00000019891,0.196879,0.315969,0.087747,0.132282,0.978168,2.610126,0.836269,0
Dcbld2,ENSMUSG00000035107,0.06817,0.38292,0.070893,0.374059,0.056449,0,0.042228,0.38518
Dcc,ENSMUSG00000060534,0,0,0,0,0,0,0,0
Dcdc2a,ENSMUSG00000035910,0,0,0,0,0,0,0,0
Dcdc2b,ENSMUSG00000078552,0.154717,0,0,0,0,0,3.916348,0
Dcdc2c,ENSMUSG00000020633,0,0,0,0,0,0,0,0
Dchs1,ENSMUSG00000036862,0,0,0,0,0.082456,0,0.123365,0
Dck,ENSMUSG00000029366,0.128507,2.078899,0.080184,2.115409,0.510778,7.155472,0.382096,6.970587
Dclk1,ENSMUSG00000027797,0.066123,0.287092,0.079694,0.30749,0,0,0,0
Dclk2,ENSMUSG00000028078,0.225611,0,0.093848,0.10611,1.120916,0,0.670816,0
Dclk3,ENSMUSG00000032500,0,0,0,0,0.539733,2.520376,0,0
Dclre1a,ENSMUSG00000025077,1.808651,1.501749,1.345573,0.37853,1.101582,0,1.793697,0
Dclre1b,ENSMUSG00000027845,0.017277,0.229865,0.088423,0.365988,0.073043,1.60338,0.109282,0.585725
Dclre1c,ENSMUSG00000026648,0.472016,0.370855,0.753934,0.042871,2.560202,0,2.234396,1.5562
Dcn,ENSMUSG00000019929,0,0,0,0,20.05651,98.116984,11.074112,74.944764
Dcp1a,ENSMUSG00000021962,0.078963,0.295697,0.164234,0.154744,0.850024,0,0.635876,0
Dcp1b,ENSMUSG00000041477,0.267325,0.240254,0,0,0.531266,0,0.722312,1.81254
Dcp2,ENSMUSG00000024472,0.046397,0.208495,0.027572,0.233805,0.197588,1.230223,0.246348,1.12353
Dcpp1,ENSMUSG00000096445,0,0,0,0,0,0,0,0
Dcpp2,ENSMUSG00000096278,0,0,0,0,0,0,0,0
Dcpp3,ENSMUSG00000057417,0,0,0,0,0,0,0,0
Dcps,ENSMUSG00000032040,0.69672,1.565419,0.434728,3.276851,7.48949,32.328228,11.620501,18.895932
Dcst1,ENSMUSG00000042672,0,0,0,0,0,0,0,0
Dcstamp,ENSMUSG00000022303,0,0,0,0,0,0,0,0
Dct,ENSMUSG00000022129,0,0,0,0,0,16.262562,0.868405,3.96057
Dctd,ENSMUSG00000031562,0,0.096025,0,0,0,0,0,0
Dctn1,ENSMUSG00000031865,15.376404,7.624066,8.868184,12.012757,12.974289,6.751891,7.682281,30.9536
Dctn2,ENSMUSG00000025410,19.305963,8.493506,8.985512,9.524563,22.805973,87.702574,12.042627,50.346607
Dctn3,ENSMUSG00000028447,2.111115,5.911206,1.097715,5.406451,5.775614,69.97009,1.874665,31.916335
Dctn4,ENSMUSG00000024603,0.163861,1.01247,0.276908,0.626177,0.915888,6.65295,0.532891,4.166363
Dctn5,ENSMUSG00000030868,12.257286,6.713791,7.419777,5.592815,18.481673,31.125827,9.745883,35.145293
Dctn6,ENSMUSG00000031516,1.84425,4.316214,1.056503,5.91531,6.673842,29.62194,2.900145,9.127412
Dctpp1,ENSMUSG00000042462,0.91285,4.785757,0.527393,8.825276,1.007862,84.71464,0.753948,51.578683
Dcun1d1,ENSMUSG00000027708,0.023994,1.02415,0.049906,2.06332,0.84782,35.284167,0.716447,20.123851
