Item,Source,Area,EqDiameter,MinFeret,MaxFeret,MaxFeret90,Perimeter,Red,Green,Blue,MeanIntensity,SumIntensity,MinIntensity,MaxIntensity,MeanBrightness,SumBrightness,MeanDensity,SumDensity,Channel,CenterX,CenterY,ShapeFactor,Roughness,ND.T,ND.Z,ND.M,Comment
198,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,80.28,10.11,7.85,13.66,8.2,34.28,42277.78,20012.32,0,20012.32,139926112,9499,64690,30.54,213513.56,0.54,3776.7,Blue,525.91,82.18,0.873,1.019,N/A,N/A,N/A,
199,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,96.45,11.08,9.84,13.06,9.87,35.96,33549.66,15555.48,0,33549.66,277724047,23867,48097,51.19,423779.73,0.3,2446.6,Green,567.04,27.41,0.949,1.007,N/A,N/A,N/A,
200,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,67.13,9.24,8.35,10.85,8.41,29.75,33228.98,17210.79,0,17210.79,101199423,10834,42936,26.26,154420.42,0.59,3494.71,Blue,566.92,27.97,0.965,1.013,N/A,N/A,N/A,
201,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,126.54,12.69,11.78,14.2,12.54,40.93,52520.18,17521.78,0,52520.18,578824938,34272,64871,80.14,883230.24,0.1,1082.4,Green,504.69,127.4,0.963,1.008,N/A,N/A,N/A,
202,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,93.63,10.92,9.55,13.07,10.17,35.54,53241.44,20206.58,0,20206.58,164016818,9376,58091,30.83,250273.62,0.53,4327.58,Blue,504.89,127.88,0.946,1.007,N/A,N/A,N/A,
203,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,189.51,15.53,11.87,23.78,12.66,56.17,48154.55,13963.03,0,48154.55,788241856,28783,65535,73.48,1202787.54,0.14,2278.14,Green,532.39,108.84,0.765,1.004,N/A,N/A,N/A,
204,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,102.37,11.42,9.66,14.36,9.88,37.65,48090.31,17530.68,0,17530.68,155462081,9169,34472,26.75,237219.93,0.59,5192.43,Blue,532.55,109.17,0.92,1.005,N/A,N/A,N/A,
205,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,103.95,11.5,11.34,12.41,11.46,36.74,33401.29,19245.72,0,33401.29,301146064,23915,45338,50.97,459519.44,0.3,2679.27,Green,562.39,109.72,0.979,1.013,N/A,N/A,N/A,
206,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,75.2,9.79,9.3,10.87,9.52,31.2,32424,21149.7,0,21149.7,137578810,12562,49350,32.27,209931.81,0.51,3294.94,Blue,562.56,109.91,0.98,1.004,N/A,N/A,N/A,
207,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,198.9,15.91,13.98,18.29,14.77,51.38,34601.8,11957.12,0,34601.8,592209726,24611,49904,52.8,903654.12,0.28,4808.7,Green,513.72,150.12,0.954,1.006,N/A,N/A,N/A,
208,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,123.99,12.56,11.49,15.1,11.83,41.17,33548.6,13916.67,0,13916.67,148894457,8506,36337,21.24,227198.38,0.7,7436.04,Blue,513.6,150.31,0.932,1,N/A,N/A,N/A,
209,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,105.28,11.58,11.57,12.35,12.03,36.93,27782.35,16323.84,0,27782.35,254958633,20591,36703,42.39,389041.94,0.38,3452.03,Green,577.16,138.14,0.984,1.01,N/A,N/A,N/A,
210,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,87.51,10.56,9.8,11.71,10.56,33.77,27662.32,17143.81,0,17143.81,130790138,9001,46232,26.16,199572.96,0.61,4627.64,Blue,577.34,138.09,0.974,1.011,N/A,N/A,N/A,
211,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,99.21,11.24,10.4,12.55,10.71,36.07,30891.1,19337.13,0,30891.1,265694315,20164,42809,47.14,405423.54,0.33,2841.7,Green,583.18,151.1,0.971,1.006,N/A,N/A,N/A,
212,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,76.15,9.85,8.93,11.2,9.69,31.81,30670.9,21439.32,0,21439.32,141563803,10569,51584,32.71,216012.52,0.5,3289.2,Blue,582.58,151.01,0.961,1.002,N/A,N/A,N/A,
213,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,130.66,12.9,12.3,14.88,13,41.75,33298.01,16322.12,0,33298.01,377066718,22684,46853,50.81,575366.93,0.3,3379.61,Green,565.87,170.15,0.955,1,N/A,N/A,N/A,
214,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,98.56,11.2,10.45,12.67,10.46,36.3,32531.18,18314.93,0,18314.93,156409498,9105,59749,27.95,238665.6,0.58,4949.23,Blue,565.9,170.16,0.952,1.008,N/A,N/A,N/A,
215,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,82.78,10.27,9.64,11.37,9.93,32.78,29023.22,19734.05,0,29023.22,208880105,21131,39839,44.29,318730.61,0.36,2566.45,Green,482.9,161.4,0.98,1.007,N/A,N/A,N/A,
216,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,49.96,7.98,6.86,9.23,6.9,25.74,29291.33,24065.51,0,24065.51,105142210,12392,53886,36.72,160436.73,0.45,1986.63,Blue,482.95,161.5,0.963,1.009,N/A,N/A,N/A,
217,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,120.19,12.37,11.13,14.77,12.15,41.43,36231.4,15270.2,0,36231.4,378654331,26947,58621,55.29,577789.47,0.26,2745.63,Green,349.4,102.05,0.899,1.005,N/A,N/A,N/A,
218,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,81.45,10.18,9.27,11.91,9.31,32.81,35065.28,16946.63,0,16946.63,120016062,10518,35235,25.86,183132.77,0.6,4217.05,Blue,349.11,102.51,0.965,1.011,N/A,N/A,N/A,
219,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,92.36,10.84,9.89,13.07,10.25,35.62,31073.01,13813.84,0,31073.01,250386343,21390,42384,47.41,382065.07,0.33,2646.62,Green,408.42,117.16,0.926,1.006,N/A,N/A,N/A,
220,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,67.66,9.28,8.12,10.93,8.22,30.11,32005.26,15907.09,0,15907.09,93947274,8093,36658,24.27,143354.35,0.64,3769.21,Blue,408.17,117.26,0.957,1.003,N/A,N/A,N/A,
221,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,107.25,11.69,9.33,15.06,9.36,38.6,33094.37,14541.45,0,33094.37,308439552,22400,42881,50.5,470648.59,0.3,2780.89,Green,415.56,174.23,0.919,1.004,N/A,N/A,N/A,
222,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,94.02,10.94,9.01,13.61,9.03,35.85,33259.82,15326.16,0,15326.16,126088289,6962,39808,23.39,192398.4,0.64,5296.25,Blue,415.71,174.37,0.933,1.006,N/A,N/A,N/A,
223,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,106.76,11.66,10.3,14.39,10.38,38.64,29417.37,14512.2,0,29417.37,271022264,18807,39580,44.89,413553.47,0.35,3231.96,Green,430.74,188.92,0.906,1,N/A,N/A,N/A,
224,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,86.04,10.47,8.26,13.12,8.5,34.89,29725.11,16002.41,0,16002.41,119121945,6386,41274,24.42,181768.44,0.64,4743.01,Blue,430.52,188.71,0.903,1.001,N/A,N/A,N/A,
225,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,77.58,9.94,8.38,12.62,8.55,32.74,22198.01,15414.8,0,22198.01,148748842,16104,30458,33.87,226976.18,0.47,3169.38,Green,411.99,198.6,0.923,1.005,N/A,N/A,N/A,
226,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,68.63,9.35,7.85,11.57,8.18,30.79,22603.91,16554.23,0,16554.23,98448018,6750,57870,25.26,150222.05,0.64,3814.71,Blue,411.6,198.63,0.924,1.009,N/A,N/A,N/A,
227,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,182.71,15.25,14.27,17.61,14.83,50.69,34214.45,11378.3,0,34214.45,540690896,22078,54428,52.21,825041.42,0.29,4562.49,Green,473.46,196.02,0.904,1.003,N/A,N/A,N/A,
228,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,135.95,13.16,12.59,14.44,14.37,43.51,33905.03,13208.33,0,13208.33,155475277,7179,47159,20.15,237240.07,0.72,8441.83,Blue,472.05,195.99,0.915,1.001,N/A,N/A,N/A,
229,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,109.57,11.81,11.37,14.12,11.96,38.7,34968.89,19268.06,0,34968.89,332763920,20390,46632,53.36,507765.19,0.28,2644.53,Green,525.04,202.18,0.934,1.011,N/A,N/A,N/A,
230,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,81.02,10.16,9.75,10.97,9.86,32.59,35699.9,22219.7,0,22219.7,157159951,9788,65535,33.91,239810.94,0.5,3521,Blue,524.67,201.98,0.973,1.006,N/A,N/A,N/A,
231,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,212.52,16.45,14.35,20.46,14.76,53.97,26679.94,12230.07,0,26679.94,489043333,18385,41649,40.71,746232.29,0.4,7277.5,Green,543.14,218.22,0.928,1,N/A,N/A,N/A,
232,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,141.59,13.43,13.49,14.9,13.87,43.93,25839.6,13580.41,0,13580.41,166916856,6589,32748,20.72,254698.8,0.71,8736.32,Blue,543.02,218.75,0.931,1.008,N/A,N/A,N/A,
233,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,112.71,11.98,11.01,14.44,11.11,38.89,33449.92,17002.03,0,33449.92,327240571,21399,43592,51.04,499337.1,0.3,2896.82,Green,495.17,208.05,0.947,1,N/A,N/A,N/A,
234,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,76.29,9.86,9.53,10.71,10.32,31.61,35251.66,20025.89,0,20025.89,132631479,11044,53084,30.56,202382.66,0.53,3522.19,Blue,494.56,208.16,0.97,1.007,N/A,N/A,N/A,
235,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,133.1,13.02,10.95,15.99,11.59,42.81,21661.24,12754.15,0,21661.24,250880464,15173,30027,33.05,382819.05,0.48,5599.55,Green,588.49,244.27,0.922,1.012,N/A,N/A,N/A,
236,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,102.1,11.4,10.34,13.34,10.34,36.76,21775.68,13803.64,0,13803.64,122176051,7496,44314,21.06,186428.7,0.69,6137.39,Blue,587.99,244.27,0.961,1.005,N/A,N/A,N/A,
237,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,115.74,12.14,11.33,13.35,11.82,38.76,20771.76,10530.21,0,20771.76,208423848,14629,28234,31.7,318034.41,0.5,5036.64,Green,393.52,234.44,0.979,1.004,N/A,N/A,N/A,
238,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,83.91,10.34,9.57,12.1,9.76,33.41,20571.73,12293.42,0,12293.42,89250239,5430,36249,18.76,136187.14,0.74,5407.99,Blue,393.56,234.6,0.956,1.01,N/A,N/A,N/A,
239,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,87.28,10.54,10.08,11.83,10.09,33.77,24231.24,12797.53,0,24231.24,184496676,15746,34529,36.97,281523.88,0.44,3329.02,Green,426.04,233.64,0.972,1.002,N/A,N/A,N/A,
240,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,61.59,8.86,7.8,10.78,7.92,28.76,24337.94,15008.73,0,15008.73,80266673,7598,53486,22.9,122479.09,0.67,3608.37,Blue,426.41,233.94,0.953,1.013,N/A,N/A,N/A,
241,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,93.6,10.92,10.25,12.4,10.36,35.35,28706.21,11932.24,0,28706.21,232491584,21302,43727,43.8,354759.42,0.36,2944.43,Green,439.31,232.5,0.956,1.009,N/A,N/A,N/A,
242,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,66.85,9.23,8.71,10.21,8.87,29.34,27631.64,13811.56,0,13811.56,80341852,6599,43823,21.08,122593.81,0.7,4072.01,Blue,439.01,232.27,0.988,1.009,N/A,N/A,N/A,
243,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,98.29,11.19,10.4,12.34,11.31,35.95,23606.23,12907.36,0,23606.23,201030628,19193,31423,36.02,306753.08,0.44,3788.5,Green,409.51,255.29,0.967,1.003,N/A,N/A,N/A,
244,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,72.98,9.64,9.08,10.69,9.12,30.81,23241.66,14393.69,0,14393.69,91486265,7441,32127,21.96,139599.09,0.67,4278.15,Blue,409.37,255.36,0.982,1.015,N/A,N/A,N/A,
245,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,105.41,11.59,8.74,15.9,8.78,40.18,30109.91,12847.94,0,30109.91,274722784,19985,37650,45.94,419200.1,0.34,3110.45,Green,446.18,261.71,0.829,1.008,N/A,N/A,N/A,
246,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,57.92,8.59,7.06,10.82,7.26,28.35,31518.86,16562.49,0,16562.49,83640584,8103,44787,25.27,127627.35,0.62,3134.79,Blue,445.95,261.99,0.916,1.004,N/A,N/A,N/A,
247,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,108.15,11.73,9.97,14.42,10,38.42,42014.53,15857.14,0,42014.53,394306377,26240,55488,64.11,601672.96,0.2,1847.24,Green,455.15,319.44,0.935,1.004,N/A,N/A,N/A,
248,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,73.34,9.66,8.56,11.72,9.06,31.45,43724.6,18402.61,0,18402.61,117150992,8217,53839,28.08,178760.96,0.58,3661.7,Blue,455.35,319.07,0.945,1.003,N/A,N/A,N/A,
249,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,199.45,15.94,14.89,18.87,15.6,51.53,29977.85,10416.89,0,29977.85,517747504,21281,49878,45.74,790032.05,0.35,5978.32,Green,525.12,286.07,0.956,1.007,N/A,N/A,N/A,
250,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,145.6,13.62,12.72,15.75,12.94,43.89,28899.71,11514.83,0,11514.83,145006255,6428,43886,17.57,221265.36,0.79,9890.4,Blue,524.93,286.18,0.96,1.009,N/A,N/A,N/A,
251,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,98.89,11.22,10.68,12.7,10.98,36,36927.76,15513.38,0,36927.76,316212380,21737,61238,56.35,482509.16,0.26,2194.14,Green,429.92,338.03,0.973,1,N/A,N/A,N/A,
252,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,79.46,10.06,10.17,10.68,10.39,32.18,36840.88,16986.4,0,16986.4,117715719,7162,49671,25.92,179622.67,0.61,4206.04,Blue,429.77,338.05,0.975,1.01,N/A,N/A,N/A,
253,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,105.51,11.59,11.16,12.73,11.85,37.36,46484.53,16628.17,0,46484.53,424961543,33388,65535,70.93,648452.08,0.15,1399.44,Green,434.33,353.48,0.963,1.004,N/A,N/A,N/A,
254,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,79.26,10.05,9.8,10.64,9.97,31.92,44830.85,18299.82,0,18299.82,125664840,9824,44989,27.92,191752.25,0.57,3895.32,Blue,434.27,353.24,0.989,1.011,N/A,N/A,N/A,
255,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,87.24,10.54,10.47,11.06,10.84,33.54,28191.64,14443.7,0,28191.64,213100635,18178,52517,43.02,325170.73,0.38,2855.44,Green,450.58,364.33,0.986,1,N/A,N/A,N/A,
256,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,66.75,9.22,8.77,10.01,9.36,29.37,26895.55,14967.47,0,14967.47,86571840,7903,45407,22.84,132100.16,0.66,3843.86,Blue,451,364.37,0.988,1.009,N/A,N/A,N/A,
257,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,68.14,9.31,7.63,12.12,7.65,30.87,44812.86,15642.48,0,44812.86,266188380,27615,65535,68.38,406179.76,0.17,1031.87,Green,437.17,362.9,0.912,1.012,N/A,N/A,N/A,
258,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,55.15,8.38,6.57,10.78,6.77,28.14,44234.67,16641.63,0,16641.63,79863202,10133,47523,25.39,121863.43,0.61,2907.11,Blue,437.59,362.8,0.894,1.005,N/A,N/A,N/A,
259,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,80.44,10.12,9.64,11.37,10.76,33.01,25379,16185.83,0,25379,176637871,17722,33524,38.73,269532.11,0.41,2883.1,Green,431.43,301.62,0.946,1,N/A,N/A,N/A,
260,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,63.93,9.02,7.91,10.23,9.46,29.25,25751.75,18075.19,0,18075.19,100877626,8249,42391,27.58,153929.39,0.58,3247.82,Blue,431.42,301.85,0.95,1,N/A,N/A,N/A,
261,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,103.46,11.48,9.56,14.47,9.69,37.68,35894.22,16858.44,0,35894.22,321432746,20973,48595,54.77,490474.93,0.27,2380.4,Green,502.12,257.37,0.93,1,N/A,N/A,N/A,
262,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,72.27,9.59,7.74,12.43,7.83,32.15,37298,19481.62,0,19481.62,122539359,8168,61180,29.73,186983.08,0.55,3479.73,Blue,502.06,257.42,0.893,1.004,N/A,N/A,N/A,
263,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,238.53,17.43,14.19,21.73,15.28,59.56,41812.19,11845.8,0,41812.19,860578584,28927,58742,63.8,1313158.75,0.2,4081.06,Green,501.59,332.55,0.854,1.005,N/A,N/A,N/A,
264,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,151.07,13.87,12.34,16.02,13.05,44.78,41061.32,13502.46,0,13502.46,176463594,7879,44155,20.6,269266.18,0.71,9230.23,Blue,500.84,332.42,0.957,1.015,N/A,N/A,N/A,
265,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,225.03,16.93,12.39,24.99,12.61,59.62,59715.19,15212.22,0,59715.19,1161818806,28580,65535,91.12,1772914.5,0.05,884.97,Green,520.41,336.68,0.809,1.005,N/A,N/A,N/A,
266,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,111.93,11.94,9.3,15.36,9.45,39.76,64006.97,19918.49,0,19918.49,192591847,8701,60335,30.39,293876.32,0.54,5213.91,Blue,520.08,336.94,0.9,1.008,N/A,N/A,N/A,
267,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,145.23,13.6,13.39,14.54,13.62,43.51,33593.74,16075.64,0,33593.74,420694390,22759,45052,51.26,641938.49,0.29,3675.79,Green,546.18,327.77,0.976,1.003,N/A,N/A,N/A,
268,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,106.74,11.66,11.41,12.29,11.64,37.16,33934.55,17921.49,0,17921.49,165397432,9554,45880,27.35,252380.3,0.58,5327.61,Blue,546.45,328.04,0.984,1.004,N/A,N/A,N/A,
269,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,50.16,7.99,6.42,11.9,6.72,28.68,41993.54,26967.1,0,41993.54,184897549,25863,54084,64.08,282135.57,0.2,879.09,Green,528.28,314.82,0.786,1.008,N/A,N/A,N/A,
270,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,45.21,7.59,6.5,9.47,6.67,24.85,42886.34,28806.91,0,28806.91,114997180,13479,51810,43.96,175474.45,0.38,1501.13,Blue,528.17,314.8,0.935,1.012,N/A,N/A,N/A,
271,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,187.35,15.44,14.11,19.88,14.63,52.47,31686.22,13338.34,0,31686.22,513633651,18048,51076,48.35,783754.71,0.33,5270.45,Green,585.69,344.09,0.867,1,N/A,N/A,N/A,
272,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,86.83,10.51,9.66,11.71,10.3,33.84,32140.15,18027.44,0,18027.44,136053086,9069,44987,27.51,207603.7,0.57,4331.39,Blue,585.83,344.54,0.967,1.01,N/A,N/A,N/A,
273,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,158.89,14.22,13.16,16.79,13.19,47.53,29059.96,14227.94,0,29059.96,397918020,20308,40680,44.34,607183.98,0.36,4898.28,Green,580.28,320.39,0.895,1.01,N/A,N/A,N/A,
274,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,114.79,12.09,11.5,14.13,11.56,39.79,28670.29,15595.23,0,15595.23,155765116,8763,60038,23.8,237682.33,0.64,6417.01,Blue,580.21,320.19,0.925,1.01,N/A,N/A,N/A,
275,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,52.83,8.2,7.89,9.13,8.28,26.29,22470.87,22042.34,0,22470.87,103590732,18653,26973,34.29,158069.32,0.47,2145.68,Green,599.98,324.07,0.98,1.003,N/A,N/A,N/A,
276,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,51.99,8.14,8.02,8.8,8.12,25.94,22535.19,22203.98,0,22203.98,100428624,13039,37453,33.88,153244.26,0.47,2146.43,Blue,599.93,324.1,0.988,1.009,N/A,N/A,N/A,
277,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,151.3,13.88,13.19,16.82,13.93,46.11,32803.48,12899.24,0,32803.48,428577484,17437,57649,50.05,653967.32,0.31,4072.89,Green,495.9,411.23,0.913,1.021,N/A,N/A,N/A,
278,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,86.66,10.5,10.14,11.38,10.14,33.53,34962.99,16326.88,0,16326.88,122745513,9131,32690,24.91,187297.65,0.62,4666.24,Blue,494.62,410.91,0.983,1.007,N/A,N/A,N/A,
279,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,144.24,13.55,12.61,16.19,13.04,44.76,23914.34,14361.02,0,23914.34,297900908,17235,33154,36.49,454567.65,0.44,5519.94,Green,540.72,403.41,0.922,1.003,N/A,N/A,N/A,
280,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,112.01,11.94,11.6,12.85,12,38.02,23760.61,15877.96,0,15877.96,153857410,8352,61393,24.23,234771.36,0.66,6391.02,Blue,540.66,403.3,0.986,1.007,N/A,N/A,N/A,
281,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,136.81,13.2,11.87,15.91,12.6,44.4,37753.16,15044.08,0,37753.16,448243274,21265,51130,57.61,683975.39,0.24,2908.08,Green,532.46,428.26,0.885,1,N/A,N/A,N/A,
282,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,73.56,9.68,8.65,11.42,8.78,31.17,39687.2,19350.73,0,19350.73,124154262,8348,45120,29.53,189447.26,0.56,3565.96,Blue,532.07,428.12,0.966,1.002,N/A,N/A,N/A,
283,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,67.73,9.29,8.83,10.11,9.06,29.71,38889.58,29529.03,0,38889.58,228320700,27839,50176,59.34,348395.06,0.23,1344.09,Green,540.43,380.33,0.977,1.005,N/A,N/A,N/A,
284,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,59.37,8.69,8.4,9.47,8.47,27.73,39434.58,31379.13,0,31379.13,162700812,12340,65535,47.88,248265.81,0.34,1750.61,Blue,540.56,380.34,0.986,1.01,N/A,N/A,N/A,
285,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,44.68,7.54,7.09,8.47,7.3,24.03,28839.33,35370.1,0,28839.33,112790609,21618,34005,44.01,172107.44,0.36,1400.98,Green,555.59,384.63,0.988,1.008,N/A,N/A,N/A,
286,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,42.01,7.31,7.04,7.97,7.37,23.26,29126.27,36375.32,0,36375.32,134224946,18166,62960,55.51,204814.14,0.26,971.65,Blue,555.41,384.41,0.99,1,N/A,N/A,N/A,
287,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,119.19,12.32,12.06,13.3,12.58,39.47,25221.82,13863.96,0,25221.82,260995397,17694,31966,38.49,398253.45,0.42,4318.8,Green,595.94,380.32,0.973,1.002,N/A,N/A,N/A,
288,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,87.89,10.58,9.19,12.73,9.62,34.55,26272.08,15615.16,0,15615.16,118940641,7603,45954,23.83,181491.78,0.64,4892.81,Blue,596.49,379.96,0.939,1.011,N/A,N/A,N/A,
289,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,82.86,10.27,8.76,11.86,9.65,33.59,31893.36,19176.36,0,31893.36,228611615,24466,39175,48.67,348838.96,0.31,2250.37,Green,549.65,310.47,0.941,1,N/A,N/A,N/A,
290,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,61.28,8.83,8.48,9.65,8.58,28.15,32493.21,21432.14,0,21432.14,114619061,12335,40843,32.7,174897.48,0.49,2646.05,Blue,549.75,310.42,0.987,1.003,N/A,N/A,N/A,
291,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,112.08,11.95,9.99,14.65,10.68,38.98,24845.51,12517.19,0,24845.51,241026294,17083,35353,37.91,367782.55,0.42,4117.3,Green,533.5,451.63,0.938,1,N/A,N/A,N/A,
292,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,91.83,10.81,9.25,13.3,9.47,35.42,24895.01,13541.29,0,13541.29,107829279,6692,55266,20.66,164536.93,0.72,5724.79,Blue,533.49,451.57,0.939,1.01,N/A,N/A,N/A,
293,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,120.69,12.4,11.16,14.74,11.65,40.62,28945.02,12728.01,0,28945.02,302359694,18992,40596,44.17,461371.32,0.36,3745.24,Green,500.16,453.83,0.934,1.006,N/A,N/A,N/A,
294,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,99.91,11.28,10.99,12.33,11.15,35.92,29012.17,12548.2,0,12548.2,109432885,7455,34766,19.15,166983.88,0.74,6440.34,Blue,499.79,453.76,0.988,1,N/A,N/A,N/A,
295,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,122.28,12.48,10.5,14.89,10.69,40.77,28053.23,13698.97,0,28053.23,296045746,20261,46363,42.81,451736.85,0.37,3933.02,Green,495.5,501.54,0.937,1.002,N/A,N/A,N/A,
296,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,81.82,10.21,9.2,11.76,9.3,32.9,27964.64,15607.47,0,15607.47,110891051,9048,64146,23.82,169208.9,0.65,4623.53,Blue,495.64,501.28,0.965,1.002,N/A,N/A,N/A,
