Item,Source,Area,EqDiameter,MinFeret,MaxFeret,MaxFeret90,Perimeter,Red,Green,Blue,MeanIntensity,SumIntensity,MinIntensity,MaxIntensity,MeanBrightness,SumBrightness,MeanDensity,SumDensity,Channel,CenterX,CenterY,ShapeFactor,Roughness,ND.T,ND.Z,ND.M,Comment
594,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,87.25,10.54,9.8,12.06,10.08,33.93,25626.92,12610.36,0,12610.36,95258637,6339,23689,19.24,145355.36,0.73,5492.89,Blue,814.39,201.12,0.967,1.011,N/A,N/A,N/A,
595,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,129.79,12.85,10.82,16.1,10.95,42.56,20187.74,14323.13,0,20187.74,227071738,13536,27905,30.8,346489.26,0.51,5791.78,Green,855.12,190.04,0.914,1.007,N/A,N/A,N/A,
596,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,88.8,10.63,8.82,13.11,8.88,34.94,19787.06,16435.23,0,16435.23,125877393,10018,44250,25.08,192076.59,0.61,4673.55,Blue,854.95,189.59,0.924,1.006,N/A,N/A,N/A,
597,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,136.33,13.18,11.64,17.56,11.7,44.36,27637.6,13744.05,0,27637.6,327008066,15887,46422,42.17,498982.32,0.39,4567.87,Green,947.64,195.97,0.883,1.007,N/A,N/A,N/A,
598,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,97.12,11.12,11.06,11.83,11.14,35.46,25451.95,15982.98,0,15982.98,135199988,8390,53885,24.39,206301.96,0.63,5314.08,Blue,946.99,195.99,0.983,1.002,N/A,N/A,N/A,
599,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,137.82,13.25,11.25,16.69,11.63,43.78,30757.93,16406.61,0,30757.93,365804063,18236,47365,46.93,558181.22,0.34,3998.16,Green,978.39,166.38,0.916,1.002,N/A,N/A,N/A,
600,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,104.83,11.55,11.17,12.61,11.25,36.91,29442.61,18767.93,0,18767.93,170694306,8827,55973,28.64,260462.82,0.56,5078.21,Blue,978.28,166.31,0.981,1.006,N/A,N/A,N/A,
601,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,160.25,14.28,13.14,17.16,13.34,46.72,28710.17,12883.49,0,28710.17,396717132,13579,54850,43.81,605351.54,0.37,5126.08,Green,985.45,153.45,0.932,1.007,N/A,N/A,N/A,
602,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,130.95,12.91,12.01,14.07,12.48,41.44,30211.7,14473.63,0,14473.63,163725714,5782,38811,22.09,249829.43,0.68,7642.31,Blue,984.39,153.24,0.97,1.008,N/A,N/A,N/A,
603,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,114.26,12.06,11.67,13.17,11.81,38.66,21621.06,12132.63,0,21621.06,213832234,14956,31377,32.99,326287.07,0.48,4789.37,Green,998.93,134.29,0.971,1,N/A,N/A,N/A,
604,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,99.97,11.28,10.53,12.86,10.74,36.23,21897.64,12805,0,12805,110801656,6215,44335,19.54,169072.49,0.73,6308.17,Blue,998.9,134.03,0.968,1.012,N/A,N/A,N/A,
605,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,164.63,14.48,12.17,19.23,12.84,48.39,29443.56,17339.92,0,29443.56,419776825,20216,43738,44.93,640538.38,0.35,5036,Green,962.97,135.77,0.894,1,N/A,N/A,N/A,
606,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,123.13,12.52,11.09,15.1,11.19,40.85,29055.03,19375.44,0,19375.44,206813423,9006,49585,29.57,315577.06,0.54,5803.85,Blue,962.79,135.04,0.941,1.007,N/A,N/A,N/A,
607,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,110.12,11.84,9.7,15.76,9.71,40.3,31484.36,19456.62,0,31484.36,300266346,22272,39737,48.04,458177.07,0.32,3060.35,Green,790.24,158.34,0.864,1.009,N/A,N/A,N/A,
608,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,76.38,9.86,7.96,12.61,8.29,32.58,31996.28,22387.27,0,22387.27,148651475,11312,50601,34.16,226827.61,0.48,3189.73,Blue,790.17,158.47,0.918,1.012,N/A,N/A,N/A,
609,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,165.08,14.5,11.03,19.85,11.25,49.33,29778.97,11972.98,0,29778.97,424320506,19177,49633,45.44,647471.59,0.35,4954.37,Green,792.03,141.55,0.862,1.008,N/A,N/A,N/A,
610,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,101.19,11.35,9.01,14.35,9.02,37.69,28423.74,14022.3,0,14022.3,123003640,6642,42267,21.4,187691.52,0.69,6040.67,Blue,791.82,141.32,0.908,1,N/A,N/A,N/A,
611,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,129.35,12.83,10.67,16.31,11.06,42.31,25247.81,12968.45,0,25247.81,282623982,17674,39728,38.53,431256.55,0.42,4684.54,Green,836.16,142.92,0.921,1.004,N/A,N/A,N/A,
612,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,87.06,10.53,9.62,12.22,9.64,33.93,24853.73,15209.36,0,15209.36,114906709,7286,34243,23.21,175336.4,0.65,4893.83,Blue,836.13,142.92,0.961,1,N/A,N/A,N/A,
613,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,145.67,13.62,11.88,17.95,12.25,45.54,27465.7,12816.42,0,27465.7,346836846,14829,37819,41.91,529239.1,0.38,4821.6,Green,845.03,132.09,0.897,1,N/A,N/A,N/A,
614,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,100.48,11.31,10.95,12.14,11.05,36.17,27507.5,15260.05,0,15260.05,132991315,7283,34082,23.29,202931.74,0.65,5626.85,Blue,844.49,132.49,0.978,1.008,N/A,N/A,N/A,
615,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,167.05,14.58,12.67,18.52,12.82,48.1,21986.1,12956.41,0,21986.1,317765037,14013,35509,33.55,484878.37,0.48,6956.19,Green,876.66,160.47,0.916,1.003,N/A,N/A,N/A,
616,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,106.04,11.62,11.35,12.43,11.77,37.17,20997.63,15844.54,0,15844.54,144644777,9024,39112,24.18,220713.78,0.63,5771.51,Blue,876.77,160.38,0.975,1.009,N/A,N/A,N/A,
617,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,102.27,11.41,9.21,15.85,9.27,38.81,23723.49,13658.86,0,23723.49,211186518,16314,31696,36.2,322249.97,0.44,3958.48,Green,832.05,263.72,0.869,1.004,N/A,N/A,N/A,
618,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,59.19,8.68,6.98,11.05,7.24,28.6,24327.04,16277.93,0,16277.93,83994102,8866,34494,24.84,128166.78,0.61,3167.09,Blue,831.36,263.72,0.923,1.014,N/A,N/A,N/A,
619,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,145.9,13.63,11.67,17,11.82,45.27,20313.7,11612.96,0,20313.7,256988611,12872,28295,31,392139.48,0.51,6486.88,Green,827.4,191.37,0.907,1.007,N/A,N/A,N/A,
620,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,94.54,10.97,9.91,12.66,11.31,35.6,20535.3,14038.06,0,14038.06,115027832,7034,30211,21.42,175521.22,0.68,5593.87,Blue,826.91,191.1,0.951,1.007,N/A,N/A,N/A,
621,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,141.21,13.41,11.38,17.31,11.53,44.59,23714.41,12528.41,0,23714.41,287418677,16825,33195,36.19,438572.79,0.45,5401.58,Green,849.78,95.08,0.904,1.003,N/A,N/A,N/A,
622,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,104.56,11.54,10.73,12.79,11.28,36.93,22709.24,13881.39,0,13881.39,125237933,8669,37999,21.18,191100.84,0.69,6201.72,Blue,849.34,95.39,0.974,1.007,N/A,N/A,N/A,
623,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,134.14,13.07,11.8,15.58,12.01,42.71,24367.76,11847.26,0,24367.76,282641663,15976,31838,37.18,431283.53,0.43,5007.35,Green,873.37,69.44,0.932,1.004,N/A,N/A,N/A,
624,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,91.66,10.8,10.44,11.71,10.93,34.62,24785.37,13911,0,13911,111162775,7242,37637,21.23,169623.52,0.69,5523.74,Blue,873.44,69.55,0.972,1.013,N/A,N/A,N/A,
625,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,153.54,13.98,11.93,17.63,12.3,45.91,31323.52,15065.16,0,31323.52,416477497,17117,49133,47.8,635503.92,0.33,4347.18,Green,905.87,74.07,0.926,1,N/A,N/A,N/A,
626,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,92.49,10.85,10.3,11.88,10.88,34.69,31238.47,19694.22,0,19694.22,158282406,8100,44637,30.05,241523.47,0.54,4330.19,Blue,905.7,74.22,0.977,1,N/A,N/A,N/A,
627,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,148.07,13.73,11.29,17.9,11.38,45.76,22577.5,10360.58,0,22577.5,289646737,10948,43766,34.45,441972.59,0.48,6154.04,Green,994.17,80.03,0.899,1,N/A,N/A,N/A,
628,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,105.36,11.58,10.66,12.95,11.28,37.24,21809.33,12169.95,0,12169.95,111038581,5004,46730,18.57,169434.01,0.77,6983.6,Blue,993.78,80.3,0.969,1.004,N/A,N/A,N/A,
629,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,115.33,12.12,11.73,13.64,11.96,39.23,23127.29,11292.85,0,23127.29,230093405,15955,35549,35.29,351100.03,0.46,4558.81,Green,973.85,46.7,0.951,1.007,N/A,N/A,N/A,
630,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,87.28,10.54,10.1,11.83,10.14,33.67,22752.88,12723.39,0,12723.39,96341524,5789,41491,19.41,147007.74,0.75,5649.4,Blue,973.93,46.47,0.98,1,N/A,N/A,N/A,
631,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,90.8,10.75,8.7,14.44,8.77,36.18,29325.9,18703.06,0,29325.9,232466395,19533,39928,44.75,354720.98,0.35,2790.42,Green,779.91,117.43,0.886,1.01,N/A,N/A,N/A,
632,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,66.5,9.2,7.43,12.01,7.44,30.67,29898.57,21873.02,0,21873.02,125901120,9518,65535,33.38,192113.26,0.52,2968.73,Blue,779.64,117.5,0.902,1.01,N/A,N/A,N/A,
633,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,140.89,13.39,10.44,18.17,10.66,45.38,33588.05,11789.88,0,33588.05,408665754,23522,56686,51.25,623583.97,0.3,3591.62,Green,771.39,77.5,0.869,1,N/A,N/A,N/A,
634,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,97.99,11.17,9.17,14.07,9.58,36.69,33421.6,13184.47,0,13184.47,112107577,8678,31917,20.12,171065.2,0.7,5993.12,Blue,771.31,77.64,0.928,1.006,N/A,N/A,N/A,
635,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,144.51,13.56,12.34,16.53,12.81,44.49,27362.03,9718.7,0,27362.03,342490508,14984,38746,41.75,522607.02,0.38,4796.3,Green,818.61,66.98,0.932,1.007,N/A,N/A,N/A,
636,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,103.95,11.5,10.59,13.25,10.84,37.05,27481.62,10946.36,0,10946.36,98703354,5573,21066,16.7,150611.66,0.79,7086.52,Blue,818.23,66.95,0.962,1,N/A,N/A,N/A,
637,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,129.46,12.84,9.81,17.48,10.31,43.61,25290.59,10006.35,0,25290.59,283128120,15825,36785,38.59,432025.82,0.42,4673.14,Green,821.59,36.03,0.865,1,N/A,N/A,N/A,
638,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,86.79,10.51,9.4,12.28,9.78,33.97,25897.37,12129.35,0,12129.35,91710039,5860,29693,18.51,139940.55,0.75,5651.45,Blue,822.16,36.04,0.961,1.007,N/A,N/A,N/A,
639,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,172.34,14.81,13.28,17.84,13.3,48.07,28581.64,8351.73,0,28581.64,425094664,16939,41159,43.61,648652.88,0.36,5420.5,Green,907.81,19.47,0.949,1,N/A,N/A,N/A,
640,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,112.42,11.96,11.7,13,11.9,38.11,29088.37,10012.12,0,10012.12,97668201,4215,24512,15.28,149032.12,0.83,8120.05,Blue,907.43,19.54,0.984,1,N/A,N/A,N/A,
641,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,128.81,12.81,10.33,17.67,10.59,43.36,21197.96,6101.47,0,21197.96,236208893,16512,33500,32.35,360431.67,0.49,5503.14,Green,795.09,35.3,0.872,1,N/A,N/A,N/A,
642,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,107.44,11.7,10.1,14.02,10.14,37.81,21473.94,6328.97,0,6328.97,58821455,3896,16919,9.66,89755.79,1.02,9506.04,Blue,794.94,34.72,0.956,1.005,N/A,N/A,N/A,
643,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,108.02,11.73,9.09,15.76,9.29,39.63,35747.96,15750.83,0,35747.96,334529387,25841,51642,54.55,510459.12,0.27,2489.37,Green,764.18,93.58,0.875,1.009,N/A,N/A,N/A,
644,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,92.89,10.88,9.13,13.32,9.71,35.49,35985.4,16793.95,0,16793.95,135846249,9466,45955,25.63,207288.09,0.61,4914.96,Blue,764.77,93.72,0.939,1,N/A,N/A,N/A,
645,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,115.61,12.13,10.89,15.54,11.29,40.03,17030.84,13747.93,0,17030.84,170853432,9210,25498,25.99,260705.63,0.59,5936.92,Green,1067.07,137.1,0.916,1,N/A,N/A,N/A,
646,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,82.82,10.27,10.09,11.22,10.16,32.81,17183.22,16311.61,0,16311.61,118275487,6157,37883,24.89,180476.82,0.62,4526.19,Blue,1066.68,136.36,0.98,1.008,N/A,N/A,N/A,
647,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,88.71,10.63,8.5,15.1,8.79,37.2,29989.96,15024.77,0,29989.96,231372521,16770,40874,45.76,353051.84,0.35,2669.63,Green,247.29,428.92,0.826,1.004,N/A,N/A,N/A,
648,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,55.04,8.37,7.15,10.79,7.81,28.47,30630,18533.59,0,18533.59,89443108,7835,46734,28.28,136481.43,0.57,2746.54,Blue,247.74,429.21,0.879,1,N/A,N/A,N/A,
649,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,114.42,12.07,9.54,15.5,9.89,40.31,27484.16,16600.57,0,27484.16,273412374,16406,41726,41.94,417200.54,0.38,3817.29,Green,192.82,311.19,0.895,1.001,N/A,N/A,N/A,
650,fullcorticalcolumn_mouse_Nissl_DAPI_VISp_counted.nd2,66.67,9.21,6.67,12.61,6.69,31.42,27394.35,18164.79,0,18164.79,104974303,8344,35258,27.72,160180.52,0.57,3302.26,Blue,192.82,311.27,0.863,1.009,N/A,N/A,N/A,
